Added,Playtime,Platform,Genres,Stores,Tag,Esrb_rating
543,3,1,Indie,1,Steam Achievements,Everyone 10+
543,2,2,Action,3,Full controller support,Everyone 10+
543,1,4,Action,4,Steam Achievements,Everyone 10+
543,1,2,Adventure,1,Point & Click,Everyone 10+
543,2,5,Indie,4,Steam Achievements,Everyone 10+
543,4,1,RPG,1,steam-trading-cards,Everyone 10+
543,3,5,Action,4,Full controller support,Everyone 10+
542,1,5,Indie,5,Steam Achievements,Everyone 10+
542,4,2,Indie,3,2D,No age info
542,2,1,Adventure,1,Point & Click,No age info
542,3,6,Indie,4,Steam Achievements,No age info
542,2,2,RPG,1,RPG,No age info
542,1,6,Action,6,Atmospheric,No age info
542,0,1,Adventure,1,Atmospheric,No age info
542,1,4,Puzzle,4,Multiplayer,No age info
541,1,2,Indie,1,Steam Achievements,No age info
541,2,1,Indie,1,Steam Achievements,No age info
541,3,3,Indie,1,Steam Achievements,No age info
541,3,6,Indie,5,Steam Achievements,No age info
540,2,3,Casual,3,no tag,No age info
540,5,1,Action,2,Steam Achievements,No age info
540,3,1,Adventure,1,steam-trading-cards,No age info
539,0,4,Adventure,5,Atmospheric,No age info
539,0,1,RPG,0,Story,No age info
539,0,1,Action,0,exclusive,No age info
539,3,3,Action,3,2D,No age info
538,3,4,Action,3,Steam Achievements,No age info
538,0,1,Adventure,1,Atmospheric,No age info
538,2,4,Strategy,3,Steam Achievements,Everyone 10+
538,3,1,RPG,2,RPG,Everyone 10+
538,1,3,Strategy,2,Multiplayer,Everyone 10+
538,4,1,Adventure,1,Steam Achievements,Everyone 10+
537,7,3,Shooter,3,Steam Achievements,Everyone 10+
537,2,3,Indie,4,Steam Achievements,Everyone 10+
537,1,5,Action,2,Third Person,Everyone 10+
537,3,3,Strategy,2,War,Everyone 10+
537,1,3,Indie,1,Multiplayer,Everyone 10+
537,2,3,Adventure,2,Steam Achievements,Everyone 10+
537,3,4,Strategy,3,Steam Achievements,Everyone 10+
537,0,2,Action,2,Multiplayer,Everyone 10+
536,4,3,Indie,2,Multiplayer,Everyone 10+
536,3,3,Indie,2,Steam Achievements,Everyone 10+
536,1,1,Action,1,Steam Achievements,Everyone 10+
535,4,1,Action,1,Steam Achievements,Everyone 10+
535,4,7,Indie,5,Steam Achievements,Everyone 10+
534,7,3,Indie,3,Full controller support,Everyone 10+
534,1,1,RPG,2,Atmospheric,Everyone 10+
534,5,4,Strategy,2,Steam Achievements,Everyone 10+
534,2,3,Indie,1,Steam Achievements,No age info
534,5,1,Action,1,Steam Achievements,No age info
534,3,7,Puzzle,6,Steam Achievements,No age info
534,3,4,Indie,2,Steam Achievements,No age info
534,4,5,Indie,3,Steam Achievements,No age info
533,0,1,Action,1,Sci-fi,No age info
533,1,1,Shooter,2,Steam Achievements,No age info
533,3,5,Casual,5,Steam Achievements,No age info
533,0,1,Simulation,1,exclusive,No age info
533,5,1,Casual,1,steam-trading-cards,No age info
533,1,1,Adventure,2,Horror,No age info
533,3,3,Strategy,2,Steam Achievements,No age info
532,1,1,Simulation,1,Multiplayer,No age info
532,4,4,Indie,3,Multiplayer,No age info
532,2,3,RPG,3,Steam Achievements,No age info
532,1,2,Indie,1,2D,No age info
532,5,4,Indie,2,Steam Achievements,No age info
532,3,1,Casual,1,steam-trading-cards,No age info
532,1,3,Shooter,3,Story,No age info
532,4,3,Indie,3,Steam Achievements,No age info
531,0,1,no genre,1,online,No age info
531,1,4,Action,4,Steam Achievements,No age info
531,0,1,Sports,1,exclusive,No age info
531,1,2,Action,0,Atmospheric,No age info
531,24,1,Action,2,battle,No age info
531,4,1,Indie,1,Steam Achievements,No age info
531,5,3,Action,1,Steam Achievements,No age info
531,4,1,RPG,1,steam-trading-cards,No age info
531,1,1,Adventure,1,First-Person,No age info
531,4,4,Family,3,Steam Achievements,No age info
531,8,3,Indie,1,Multiplayer,No age info
531,2,5,Racing,3,Multiplayer,No age info
530,4,4,Strategy,2,Steam Achievements,No age info
530,2,1,Massively Multiplayer,1,Multiplayer,No age info
530,4,2,Action,1,Steam Achievements,No age info
529,5,1,Action,1,Steam Achievements,No age info
529,1,1,Strategy,2,Steam Achievements,No age info
529,1,5,Adventure,5,Steam Achievements,No age info
529,3,1,Strategy,2,Steam Achievements,No age info
529,3,4,Strategy,4,Steam Achievements,No age info
529,1,1,Action,1,Steam Achievements,Mature
528,0,3,Shooter,2,Multiplayer,Mature
528,3,1,Shooter,2,Steam Achievements,Mature
528,3,1,Casual,1,Steam Achievements,Mature
526,2,2,Action,3,2D,Mature
526,3,4,Racing,4,Steam Achievements,Mature
526,4,2,Strategy,1,Steam Achievements,Mature
526,4,2,Action,3,Steam Achievements,Mature
526,1,1,Shooter,1,exclusive,Mature
526,1,4,Strategy,4,Multiplayer,Mature
525,10,4,Adventure,4,Steam Achievements,Mature
525,2,4,Adventure,5,Full controller support,Mature
525,0,1,Strategy,0,no tag,Mature
525,5,1,Indie,1,Steam Achievements,Mature
525,4,2,Adventure,1,Steam Achievements,Mature
525,4,2,Sports,2,Steam Achievements,Mature
524,4,3,Adventure,4,Steam Achievements,Mature
524,40,1,RPG,1,role-playing,Mature
524,1,1,Action,1,Steam Cloud,Mature
524,4,4,Educational,2,steam-trading-cards,Mature
524,4,1,Casual,1,steam-trading-cards,No age info
524,4,1,Simulation,1,Steam Achievements,No age info
524,4,3,Shooter,3,Steam Achievements,No age info
523,3,1,Strategy,1,Steam Achievements,No age info
523,0,2,Casual,3,exclusive,No age info
523,15,1,RPG,0,Story,No age info
523,1,1,Action,1,Steam Achievements,No age info
523,3,7,Indie,4,Steam Achievements,No age info
522,1,1,Adventure,1,Steam Achievements,No age info
522,23,5,Arcade,0,no tag,No age info
522,4,1,Adventure,1,steam-trading-cards,No age info
522,3,3,Action,2,Multiplayer,No age info
521,5,5,Action,2,Multiplayer,No age info
521,0,3,Fighting,0,Multiplayer,No age info
521,3,1,Indie,1,Steam Achievements,No age info
521,3,1,Indie,1,Steam Achievements,No age info
521,0,3,Arcade,2,online,No age info
520,3,1,Shooter,0,Multiplayer,No age info
520,1,1,RPG,2,Steam Cloud,No age info
520,1,1,Indie,1,Steam Achievements,No age info
520,4,1,Indie,1,steam-trading-cards,No age info
520,2,4,Action,4,Steam Achievements,No age info
520,9,6,Action,3,Building,No age info
519,2,2,Action,4,Steam Achievements,No age info
519,1,6,Arcade,2,Partial Controller Support,No age info
519,4,1,Indie,1,steam-trading-cards,No age info
519,3,1,Action,1,Steam Achievements,No age info
519,4,2,Fighting,2,Multiplayer,No age info
519,3,3,Action,3,Steam Achievements,No age info
518,3,2,Indie,1,Full controller support,No age info
518,3,1,no genre,1,no tag,No age info
518,3,1,Adventure,1,steam-trading-cards,No age info
518,4,3,Strategy,1,Multiplayer,No age info
518,1,1,Casual,1,Card Game,No age info
518,4,3,Strategy,1,steam-trading-cards,No age info
518,14,3,Arcade,3,Music,No age info
517,1,1,Action,1,no tag,No age info
517,4,4,Adventure,3,Steam Achievements,No age info
517,1,2,Simulation,2,City Builder,No age info
517,4,1,Strategy,1,Steam Achievements,No age info
517,2,3,Indie,1,Steam Achievements,Teen
517,1,1,RPG,1,RPG,Teen
517,5,5,Strategy,3,Steam Achievements,Teen
517,4,3,Shooter,4,Multiplayer,Teen
517,1,7,Action,7,Steam Achievements,Teen
517,2,3,Shooter,3,Steam Achievements,Teen
516,1,3,Action,1,Steam Achievements,Teen
516,4,3,Casual,3,Steam Achievements,Teen
516,4,2,Simulation,2,Steam Achievements,Teen
516,0,1,RPG,1,exclusive,Teen
515,3,5,Indie,4,Steam Achievements,Teen
515,0,4,Adventure,0,Superhero,Teen
515,1,2,Indie,1,2D,Teen
515,3,3,Strategy,1,Steam Achievements,Teen
515,1,1,Strategy,1,Steam Cloud,Teen
515,9,3,Fighting,4,online,Teen
515,4,8,Adventure,7,Steam Achievements,Teen
514,3,1,Strategy,2,Steam Achievements,Teen
514,2,3,Fighting,1,Multiplayer,Teen
514,2,4,Action,1,Building,Teen
514,1,3,Action,3,no tag,No age info
514,1,1,Action,1,Steam Cloud,No age info
514,1,1,Action,2,Tanks,No age info
514,4,1,Action,1,First-Person,No age info
514,4,2,Adventure,2,Steam Achievements,No age info
513,2,2,Arcade,3,Multiplayer,No age info
513,1,6,Action,5,Steam Achievements,No age info
513,4,4,Indie,2,Steam Achievements,No age info
512,1,1,Indie,1,no tag,No age info
512,1,3,Indie,2,Steam Achievements,No age info
512,1,4,Adventure,3,War,No age info
511,5,1,Indie,1,Steam Achievements,No age info
511,2,3,Action,1,Steam Achievements,No age info
511,1,1,Adventure,1,Third Person,No age info
511,3,1,Action,1,Steam Achievements,No age info
511,3,2,Simulation,1,Multiplayer,No age info
511,4,6,Indie,4,Steam Achievements,No age info
510,4,4,Casual,5,Full controller support,No age info
510,3,4,Adventure,3,no tag,No age info
510,1,1,Indie,1,Funny,No age info
510,1,1,Strategy,2,Multiplayer,No age info
510,6,1,RPG,2,Steam Achievements,No age info
510,1,1,Action,1,Steam Achievements,No age info
510,1,1,Casual,1,Steam Achievements,No age info
510,2,1,Simulation,1,Multiplayer,No age info
510,6,3,Adventure,4,Steam Achievements,No age info
509,1,1,Casual,1,Steam Achievements,No age info
509,4,1,Indie,1,Steam Achievements,No age info
509,5,3,Simulation,1,Steam Achievements,No age info
509,3,5,Indie,4,steam-trading-cards,No age info
509,1,5,Strategy,5,Atmospheric,No age info
508,4,1,Action,1,Steam Achievements,No age info
508,4,4,Simulation,3,Steam Achievements,No age info
508,1,3,Adventure,3,Funny,No age info
508,1,2,Strategy,1,Multiplayer,No age info
508,4,3,Action,1,Steam Achievements,No age info
508,3,5,Indie,3,Steam Achievements,No age info
507,3,3,Indie,4,Steam Achievements,No age info
507,1,3,Shooter,4,Steam Achievements,No age info
507,0,1,Action,2,exclusive,No age info
507,3,3,Action,1,Steam Achievements,Everyone 10+
507,1,3,Indie,1,Steam Achievements,Everyone 10+
507,3,3,Platformer,3,Partial Controller Support,Everyone 10+
507,3,1,RPG,1,Multiplayer,Everyone 10+
507,4,5,Arcade,5,Steam Achievements,Everyone 10+
507,23,2,Shooter,3,fight,Everyone 10+
507,5,7,Indie,6,Steam Achievements,Everyone 10+
506,0,4,Adventure,2,party,Everyone 10+
506,2,4,Shooter,2,Stealth,Everyone 10+
506,3,8,Adventure,7,Steam Achievements,Everyone 10+
506,5,8,Puzzle,6,Steam Achievements,Everyone 10+
505,4,1,Strategy,3,Multiplayer,Everyone 10+
505,2,3,Indie,3,Steam Achievements,Everyone 10+
505,1,1,Strategy,2,Multiplayer,Everyone 10+
505,1,2,Casual,1,Horror,Everyone 10+
504,3,4,Indie,3,Steam Cloud,Everyone 10+
504,3,3,Indie,1,Steam Achievements,Everyone 10+
504,1,1,Action,1,Full controller support,Everyone 10+
504,1,1,Casual,1,Agriculture,Everyone 10+
504,5,3,Adventure,2,Steam Achievements,Everyone 10+
503,2,3,RPG,3,Steam Achievements,No age info
503,3,1,Adventure,1,steam-trading-cards,No age info
503,1,3,Indie,3,Steam Achievements,No age info
503,2,6,Action,4,Steam Achievements,No age info
503,3,6,Indie,4,Steam Achievements,No age info
503,3,5,Adventure,4,Steam Achievements,No age info
502,3,1,Strategy,3,Steam Achievements,No age info
502,4,1,Indie,1,Steam Achievements,No age info
502,1,1,Indie,1,Steam Achievements,No age info
502,3,1,RPG,1,Steam Achievements,No age info
502,2,3,Adventure,3,Funny,No age info
502,1,3,Action,3,Steam Achievements,No age info
501,2,6,Simulation,6,Early Access,No age info
501,3,3,Adventure,2,Atmospheric,No age info
501,1,3,Casual,1,Card Game,No age info
501,1,4,Family,4,Multiplayer,No age info
501,4,4,Adventure,2,steam-trading-cards,No age info
501,2,4,Strategy,2,steam-trading-cards,No age info
501,0,2,Arcade,2,no tag,No age info
501,1,4,Indie,3,Steam Achievements,No age info
501,3,3,Indie,4,Steam Achievements,Everyone 10+
500,3,3,RPG,3,Steam Achievements,Everyone 10+
500,1,4,Action,4,Multiplayer,Everyone 10+
500,1,1,Casual,1,Steam Achievements,Everyone 10+
500,4,1,Adventure,2,First-Person,Everyone 10+
500,2,3,Indie,2,Steam Achievements,Everyone 10+
500,4,1,Action,1,Steam Achievements,Everyone 10+
500,1,1,RPG,1,RPG,Everyone 10+
500,1,3,Action,2,Multiplayer,Everyone 10+
500,1,5,Racing,4,Multiplayer,Everyone 10+
500,3,4,Indie,3,Steam Achievements,Everyone 10+
499,1,3,Adventure,2,2D,Everyone 10+
499,1,3,Indie,1,Steam Achievements,Everyone 10+
499,3,2,RPG,2,Steam Achievements,Everyone 10+
499,18,1,RPG,1,exclusive,Everyone 10+
498,3,3,Indie,1,Steam Achievements,Everyone 10+
498,1,4,Arcade,2,Steam Achievements,Everyone 10+
498,37,3,Sports,4,Multiplayer,Everyone 10+
498,3,4,Arcade,3,Steam Achievements,Everyone 10+
497,2,1,Massively Multiplayer,1,Multiplayer,Everyone 10+
497,0,6,Arcade,0,Multiplayer,No age info
497,1,2,Adventure,1,Steam Achievements,No age info
497,1,1,Indie,1,RPG,No age info
497,1,1,RPG,1,Steam Achievements,No age info
497,1,3,Indie,3,Steam Achievements,No age info
497,0,2,Shooter,2,Retro,No age info
496,3,4,Arcade,2,Multiplayer,No age info
496,4,1,Adventure,1,steam-trading-cards,No age info
496,2,3,Adventure,2,Steam Cloud,No age info
496,5,2,RPG,1,RPG,No age info
496,4,1,Strategy,1,Steam Cloud,No age info
496,3,2,Racing,1,Steam Achievements,No age info
496,1,3,Casual,2,Multiplayer,No age info
496,4,5,Indie,4,Steam Achievements,No age info
496,3,7,Puzzle,7,Steam Achievements,No age info
496,1,3,Platformer,3,Steam Achievements,No age info
495,0,1,Family,1,Multiplayer,No age info
495,3,2,Adventure,2,achievements,No age info
495,2,2,Adventure,2,hero,No age info
495,1,1,Strategy,0,exclusive,No age info
495,0,2,Sports,2,Destruction,No age info
495,1,2,Action,1,Steam Achievements,No age info
495,1,1,Simulation,1,Multiplayer,No age info
495,5,4,Family,4,Steam Achievements,No age info
494,3,2,Indie,1,Full controller support,No age info
494,2,1,Action,1,RPG,No age info
494,3,2,Adventure,2,party,No age info
494,3,2,Adventure,2,battle,No age info
494,1,2,Action,2,Multiplayer,No age info
494,6,3,Sports,1,Steam Achievements,No age info
494,1,1,Action,1,Multiplayer,No age info
494,3,3,Simulation,1,Steam Achievements,No age info
494,3,1,Strategy,1,Steam Achievements,No age info
493,0,1,Adventure,1,no tag,No age info
493,3,1,Indie,2,Steam Achievements,No age info
493,1,4,Action,5,Steam Achievements,No age info
492,24,1,Platformer,1,Multiplayer,No age info
492,1,3,Adventure,2,Atmospheric,No age info
492,1,1,Action,1,Flight,No age info
492,1,1,Indie,1,Steam Achievements,No age info
492,1,1,Action,1,Steam Achievements,Everyone 10+
492,3,5,Action,3,Steam Achievements,Everyone 10+
492,0,1,Adventure,1,Horror,Everyone 10+
491,4,2,RPG,2,Steam Achievements,Everyone 10+
491,24,1,Action,1,exclusive,Everyone 10+
491,1,3,Casual,1,Steam Achievements,Everyone 10+
491,2,1,Indie,1,steam-trading-cards,Everyone 10+
491,2,5,Puzzle,3,Steam Achievements,Everyone 10+
490,3,1,Adventure,1,Steam Achievements,Everyone 10+
490,1,5,Action,5,Steam Achievements,Everyone 10+
490,2,3,Casual,3,Steam Achievements,Everyone 10+
490,3,1,Adventure,1,Steam Achievements,Everyone 10+
490,1,1,Adventure,2,Horror,Everyone 10+
490,3,1,Adventure,2,steam-trading-cards,Everyone 10+
490,1,1,Indie,2,Steam Achievements,Everyone 10+
489,3,1,Indie,1,Steam Achievements,Everyone 10+
489,2,5,Racing,4,Multiplayer,Everyone 10+
489,12,1,Shooter,0,exclusive,Everyone 10+
489,17,1,Platformer,1,exclusive,Everyone 10+
489,1,3,Shooter,2,Multiplayer,Everyone 10+
489,1,1,RPG,1,Steam Achievements,Everyone
488,1,5,Casual,4,2D,Everyone
488,4,3,Adventure,4,Steam Achievements,Everyone
487,1,1,Action,2,Third Person,Everyone
487,1,3,Indie,1,RPG,Everyone
487,3,1,Indie,1,Steam Achievements,Everyone
487,3,4,Arcade,2,Steam Achievements,Everyone
487,5,5,Adventure,6,Multiplayer,Everyone
486,1,1,Action,1,Multiplayer,Everyone
486,2,6,RPG,4,Full controller support,Everyone
485,17,4,Sports,5,Steam Achievements,Everyone
485,1,2,Fighting,2,Full controller support,Everyone
485,4,6,Simulation,6,Steam Achievements,Everyone
485,7,1,Action,1,Multiplayer,Everyone
485,4,3,Arcade,0,cars,Everyone
485,3,1,Action,1,Steam Achievements,Everyone
485,2,1,Action,1,Steam Achievements,Everyone
485,1,1,Simulation,2,Classic,Everyone
485,1,5,Strategy,4,Multiplayer,Everyone
485,0,1,Action,1,Multiplayer,Everyone
484,5,1,Action,1,Steam Achievements,Everyone
483,3,4,Platformer,4,Steam Achievements,Everyone
483,1,1,no genre,1,War,Everyone
483,5,1,Casual,1,Steam Achievements,Everyone
483,5,1,Indie,1,steam-trading-cards,Everyone
483,3,4,Indie,2,Steam Achievements,Everyone
482,49,1,Adventure,1,exclusive,Everyone
482,4,1,Indie,1,Steam Achievements,Everyone
482,2,4,Indie,2,Steam Achievements,Everyone
482,3,3,Action,3,Steam Achievements,Everyone
481,1,4,Simulation,4,Steam Achievements,Everyone
481,4,5,Adventure,3,Steam Achievements,Everyone
481,2,1,Strategy,1,Multiplayer,Everyone
480,6,3,Strategy,2,Steam Achievements,Everyone
480,1,3,Action,3,Steam Achievements,Everyone
480,4,2,Simulation,1,steam-trading-cards,Everyone
480,1,2,Action,2,Steam Achievements,Everyone
480,4,2,Casual,1,Steam Achievements,Everyone
480,6,2,Casual,2,Steam Achievements,Everyone
480,5,3,Indie,2,Steam Achievements,Everyone
479,2,4,Casual,3,Steam Achievements,No age info
479,4,1,Racing,1,Steam Achievements,No age info
479,4,2,Indie,1,Steam Achievements,No age info
479,3,1,Casual,1,steam-trading-cards,No age info
479,1,4,Family,2,Steam Achievements,No age info
478,2,3,Action,2,Multiplayer,No age info
478,5,3,Adventure,2,Steam Achievements,No age info
478,2,1,Action,1,Steam Achievements,No age info
478,1,2,Casual,1,Steam Achievements,No age info
478,1,2,Indie,1,Story Rich,No age info
478,4,1,RPG,1,Steam Achievements,No age info
478,5,4,Simulation,3,Multiplayer,No age info
477,0,6,RPG,4,exclusive,No age info
477,1,4,Adventure,1,Full controller support,No age info
477,7,4,Adventure,2,Full controller support,No age info
477,1,2,Adventure,1,Steam Achievements,No age info
477,4,3,Indie,4,Steam Achievements,No age info
477,1,4,Indie,5,Steam Achievements,No age info
477,1,4,Puzzle,4,puzzles,No age info
476,8,1,Strategy,1,Open World,No age info
476,1,4,Indie,5,Atmospheric,No age info
476,5,5,Indie,4,Great Soundtrack,No age info
476,1,3,Action,1,Steam Achievements,No age info
476,3,3,Action,2,Steam Achievements,No age info
476,4,7,Indie,4,Steam Achievements,No age info
475,4,4,Adventure,4,Steam Achievements,No age info
475,3,1,Indie,1,Partial Controller Support,No age info
474,2,3,Indie,4,Steam Achievements,No age info
474,2,6,Puzzle,4,Steam Achievements,No age info
474,3,3,Indie,2,Steam Achievements,No age info
474,1,5,Casual,4,Steam Achievements,No age info
474,4,7,Casual,6,Steam Achievements,No age info
473,2,6,Casual,5,Steam Achievements,No age info
473,3,5,Strategy,5,RPG,No age info
473,0,5,Action,4,city,No age info
473,2,3,Action,5,Steam Achievements,No age info
473,3,2,Casual,1,Steam Achievements,No age info
473,1,5,Puzzle,3,Steam Achievements,No age info
472,1,4,Casual,4,Steam Achievements,No age info
472,2,3,Simulation,2,Steam Achievements,No age info
472,1,1,Strategy,0,stats,Teen
472,37,1,Casual,1,exclusive,Teen
472,2,2,Simulation,2,Steam Achievements,Teen
472,18,4,Action,1,Atmospheric,Teen
472,3,6,Indie,4,Steam Achievements,Teen
471,3,2,Strategy,2,Steam Achievements,Teen
471,29,1,Adventure,1,exclusive,Teen
471,5,4,Strategy,3,Steam Achievements,Teen
471,1,1,Casual,1,Multiplayer,Teen
471,5,1,Simulation,1,steam-trading-cards,Teen
471,1,2,Shooter,1,Steam Achievements,Teen
471,3,3,Shooter,2,Steam Achievements,Teen
471,3,6,Indie,4,Steam Achievements,Teen
470,4,1,Casual,1,steam-trading-cards,Teen
470,3,2,Action,2,Steam Achievements,Teen
470,4,2,Action,2,Steam Achievements,Teen
469,1,5,Action,2,Story,Teen
469,1,2,Casual,2,Multiplayer,Teen
469,3,1,Indie,2,Multiplayer,Teen
469,1,2,Strategy,2,RPG,Teen
469,3,1,Action,1,steam-trading-cards,No age info
469,2,2,Casual,1,2D,No age info
469,1,5,Adventure,2,Atmospheric,No age info
469,3,1,Casual,1,Steam Achievements,No age info
469,2,2,Indie,1,steam-trading-cards,No age info
468,3,3,RPG,5,Steam Achievements,No age info
468,2,1,Action,1,Full controller support,No age info
468,3,3,Indie,2,Steam Achievements,No age info
468,0,1,Shooter,1,Multiplayer,No age info
468,0,4,Shooter,3,Multiplayer,No age info
468,1,1,Simulation,0,Exploration,No age info
468,0,1,Racing,1,cars,No age info
468,2,1,RPG,1,Multiplayer,No age info
468,1,4,Casual,2,Multiplayer,No age info
467,0,1,Massively Multiplayer,0,Classic,No age info
467,2,2,Adventure,2,fun,No age info
467,2,4,Strategy,4,Steam Achievements,No age info
467,2,5,Arcade,4,steam-trading-cards,No age info
467,4,6,Adventure,7,Steam Achievements,No age info
466,3,1,Action,1,First-Person,No age info
466,4,4,RPG,4,Steam Achievements,No age info
466,7,3,Shooter,3,Steam Achievements,No age info
466,8,1,Massively Multiplayer,1,Open World,No age info
466,5,5,Indie,5,Building,No age info
466,1,4,Puzzle,3,Atmospheric,No age info
466,1,3,Racing,3,Great Soundtrack,No age info
465,0,1,RPG,0,exclusive,No age info
465,1,1,Strategy,2,Multiplayer,No age info
465,3,1,Adventure,2,steam-trading-cards,No age info
465,1,1,Action,1,Multiplayer,No age info
465,1,2,Action,1,Multiplayer,No age info
465,1,3,Adventure,2,Atmospheric,No age info
465,2,2,Casual,2,Steam Achievements,No age info
464,0,1,Platformer,1,exclusive,No age info
464,1,2,Casual,1,Steam Achievements,No age info
464,4,3,Indie,1,Steam Achievements,No age info
464,4,3,Casual,1,Steam Achievements,No age info
464,1,4,Simulation,3,Great Soundtrack,No age info
464,1,3,Casual,2,Female Protagonist,No age info
464,3,5,Arcade,3,2D,No age info
464,4,4,Adventure,4,Steam Achievements,No age info
463,3,4,Indie,4,Full controller support,No age info
463,3,1,Indie,1,Steam Achievements,No age info
463,4,3,Adventure,1,Steam Achievements,No age info
463,4,3,Sports,2,Multiplayer,No age info
462,1,1,Simulation,1,Full controller support,No age info
462,0,1,Action,1,Local Multiplayer,No age info
462,7,1,Platformer,1,Difficult,No age info
462,5,1,Adventure,1,Steam Achievements,No age info
462,3,6,Indie,5,Steam Achievements,No age info
462,1,2,Massively Multiplayer,1,Multiplayer,No age info
461,1,2,Adventure,1,Steam Achievements,No age info
461,4,2,Action,1,Steam Achievements,No age info
461,1,1,Strategy,1,RPG,No age info
461,1,2,Strategy,2,exclusive,No age info
460,2,1,Action,2,Third Person,No age info
460,1,1,Simulation,1,Steam Achievements,No age info
460,3,4,Indie,3,Steam Achievements,No age info
460,2,3,Action,3,Steam Achievements,No age info
459,0,2,Adventure,2,Detective,No age info
459,4,4,Indie,6,Multiplayer,No age info
459,1,3,Casual,1,Steam Achievements,No age info
459,4,2,RPG,2,Steam Achievements,No age info
458,2,2,Strategy,2,Steam Achievements,No age info
458,2,1,Indie,1,Multiplayer,No age info
458,1,1,Casual,1,Steam Achievements,No age info
458,2,1,Action,0,no tag,No age info
458,0,4,Adventure,2,island,No age info
458,3,3,Action,2,Steam Achievements,No age info
458,5,6,Simulation,4,Steam Achievements,No age info
457,1,5,Shooter,5,Steam Cloud,No age info
457,3,5,Indie,6,Multiplayer,No age info
457,0,1,Action,1,Multiplayer,No age info
457,0,1,Adventure,1,Multiplayer,No age info
457,2,1,Racing,1,Steam Achievements,No age info
457,4,1,Indie,1,steam-trading-cards,No age info
457,1,1,Massively Multiplayer,1,Multiplayer,No age info
457,1,2,Action,1,Multiplayer,No age info
457,12,3,Action,1,Crime,No age info
457,5,2,Fighting,2,War,No age info
457,3,5,Casual,3,Steam Achievements,No age info
457,0,2,Action,2,Dark,No age info
456,3,1,Adventure,1,Steam Achievements,No age info
456,0,2,Massively Multiplayer,0,no tag,No age info
456,3,1,Action,0,exclusive,No age info
456,1,1,Strategy,2,Multiplayer,No age info
456,1,3,Action,1,Multiplayer,No age info
455,2,4,Adventure,6,Steam Achievements,No age info
455,3,6,Platformer,5,Steam Achievements,No age info
455,0,1,Action,1,Music,No age info
455,6,6,Racing,3,Steam Achievements,No age info
455,2,1,Strategy,1,Multiplayer,No age info
455,3,1,Action,1,Steam Achievements,No age info
455,5,5,Indie,3,Steam Achievements,No age info
455,3,1,Simulation,1,Steam Achievements,No age info
455,4,3,Action,4,Steam Achievements,No age info
455,1,2,Arcade,2,Steam Achievements,No age info
455,2,3,Action,2,Steam Achievements,No age info
454,2,3,Action,4,Steam Achievements,No age info
454,4,4,Action,6,Steam Achievements,No age info
454,1,1,Indie,1,Steam Achievements,No age info
454,5,3,Indie,2,Steam Achievements,No age info
454,3,5,Indie,3,Steam Achievements,No age info
454,5,5,Indie,3,Steam Achievements,No age info
454,2,6,Adventure,5,Steam Achievements,No age info
453,0,2,Massively Multiplayer,1,Multiplayer,No age info
453,4,3,Action,3,Steam Achievements,No age info
453,13,1,Racing,1,Multiplayer,No age info
453,1,1,Action,1,Steam Achievements,No age info
453,3,1,Indie,1,Steam Achievements,No age info
453,3,1,Adventure,1,Steam Achievements,No age info
453,4,2,Indie,2,Steam Achievements,No age info
453,4,3,Racing,3,Steam Achievements,No age info
452,0,3,Shooter,3,Multiplayer,No age info
452,4,4,Casual,3,Steam Achievements,No age info
452,4,1,Adventure,2,Steam Achievements,No age info
452,3,1,Adventure,2,Point & Click,No age info
452,1,2,Strategy,1,Multiplayer,No age info
452,3,1,Action,1,RPG,No age info
452,3,1,Action,1,Steam Achievements,No age info
452,5,1,Action,1,steam-trading-cards,No age info
452,3,1,Indie,1,Steam Achievements,No age info
452,3,3,Adventure,5,Steam Achievements,No age info
452,2,2,Indie,2,Steam Achievements,No age info
452,5,7,Adventure,7,Steam Achievements,No age info
451,2,1,Adventure,2,exclusive,No age info
451,10,1,Adventure,1,puzzles,No age info
451,12,1,Racing,1,exclusive,No age info
451,4,1,Casual,1,steam-trading-cards,No age info
451,3,1,Strategy,1,Multiplayer,No age info
451,3,3,Adventure,2,Steam Achievements,No age info
451,3,1,Casual,1,Steam Achievements,No age info
451,1,3,Action,2,Multiplayer,No age info
450,0,3,Shooter,2,Atmospheric,No age info
450,6,3,Casual,2,Steam Achievements,No age info
450,1,1,Educational,1,Steam Achievements,No age info
450,3,7,Indie,5,Steam Achievements,No age info
449,0,1,RPG,0,Story,No age info
449,1,5,Puzzle,6,Full controller support,No age info
449,3,1,Strategy,1,RPG,No age info
449,3,1,Casual,2,steam-trading-cards,No age info
449,3,1,RPG,1,RPG,No age info
449,3,3,Indie,3,Steam Achievements,No age info
449,3,4,Adventure,3,Steam Achievements,No age info
448,0,5,Simulation,5,no tag,No age info
448,57,1,RPG,2,exclusive,No age info
448,114,1,RPG,1,role-playing,No age info
448,5,2,Adventure,2,Steam Achievements,No age info
448,3,3,Action,1,Steam Achievements,No age info
448,3,6,RPG,5,Steam Achievements,No age info
447,3,3,Strategy,1,Multiplayer,No age info
447,2,1,Arcade,0,Story,No age info
447,1,1,Action,1,First-Person,No age info
447,1,2,Strategy,1,Steam Achievements,No age info
446,1,1,Adventure,2,Steam Achievements,No age info
446,1,4,Indie,6,Steam Achievements,No age info
