Added,Playtime,Platform,Genres,Stores,Tag,Esrb_rating
2796,1,2,Action,1,Multiplayer,No age info
2794,4,8,Action,8,Steam Achievements,No age info
2791,7,3,Action,3,Steam Achievements,No age info
2788,5,3,Adventure,4,Steam Achievements,No age info
2777,1,1,Action,1,Action-Adventure,No age info
2773,8,7,Action,7,Steam Achievements,No age info
2769,3,3,RPG,2,Steam Achievements,No age info
2768,4,5,Indie,1,Steam Achievements,No age info
2766,5,3,RPG,5,Steam Achievements,No age info
2749,5,3,Action,3,Steam Achievements,No age info
2746,20,4,RPG,1,Story,No age info
2740,4,3,Action,4,Steam Achievements,No age info
2739,4,6,Racing,4,Steam Achievements,No age info
2738,2,4,Arcade,4,Steam Achievements,No age info
2734,13,4,Simulation,4,Multiplayer,No age info
2731,1,5,Shooter,5,Multiplayer,No age info
2729,3,3,RPG,3,Multiplayer,No age info
2726,4,2,RPG,3,steam-trading-cards,No age info
2726,2,1,Action,1,Steam Achievements,No age info
2719,4,5,Strategy,6,Steam Achievements,No age info
2716,48,3,Action,2,Multiplayer,No age info
2712,1,1,Simulation,2,Atmospheric,No age info
2706,5,7,Strategy,4,Steam Achievements,No age info
2703,8,3,Shooter,3,Multiplayer,No age info
2700,6,2,Action,1,Steam Achievements,No age info
2694,7,1,RPG,2,Steam Achievements,No age info
2693,3,2,Adventure,1,Steam Achievements,No age info
2691,3,2,Indie,2,Steam Achievements,No age info
2689,2,1,Strategy,1,Multiplayer,No age info
2689,3,3,Adventure,4,Atmospheric,No age info
2674,2,2,Action,1,Multiplayer,No age info
2671,2,7,Strategy,6,Steam Achievements,No age info
2665,3,6,Indie,6,Steam Achievements,No age info
2664,4,3,Action,4,Steam Achievements,No age info
2664,4,2,Indie,2,Steam Achievements,No age info
2663,6,8,Indie,7,Steam Achievements,No age info
2661,3,1,Indie,1,Steam Achievements,No age info
2655,4,3,Racing,5,Multiplayer,No age info
2655,4,7,Indie,7,Steam Achievements,No age info
2654,3,4,Indie,4,Steam Achievements,No age info
2649,5,5,Adventure,3,Multiplayer,No age info
2645,1,1,RPG,2,Multiplayer,No age info
2643,8,3,Action,4,steam-trading-cards,No age info
2640,5,4,Adventure,4,Steam Achievements,No age info
2636,3,3,Racing,3,Steam Achievements,No age info
2631,2,3,Shooter,3,Steam Achievements,No age info
2629,7,2,Shooter,2,War,No age info
2628,12,4,Adventure,4,Atmospheric,No age info
2618,4,6,Action,6,Steam Achievements,No age info
2618,2,2,Action,1,Steam Achievements,No age info
2616,2,3,Action,3,Steam Achievements,No age info
2616,7,1,Adventure,1,Atmospheric,No age info
2610,13,3,Adventure,4,Atmospheric,No age info
2609,1,1,Adventure,1,Steam Achievements,No age info
2607,4,3,RPG,2,Steam Achievements,No age info
2596,6,3,Action,4,Steam Achievements,No age info
2594,8,2,RPG,2,Steampunk,No age info
2592,9,3,Action,4,Steam Achievements,No age info
2588,1,1,Indie,1,Atmospheric,No age info
2584,19,3,Action,4,Multiplayer,No age info
2583,3,6,Family,6,Steam Achievements,No age info
2578,3,4,Adventure,6,Steam Cloud,No age info
2576,5,4,Indie,4,Steam Achievements,No age info
2575,1,4,Strategy,4,Steam Achievements,No age info
2571,8,5,Simulation,3,Steam Achievements,No age info
2566,8,7,RPG,3,Steam Achievements,No age info
2565,3,4,Indie,4,Steam Achievements,No age info
2562,5,6,Casual,4,Steam Achievements,No age info
2560,2,3,Indie,1,Steam Achievements,Adults Only
2553,41,4,Shooter,3,Multiplayer,Adults Only
2551,20,2,Platformer,1,exclusive,Adults Only
2542,6,3,RPG,2,Multiplayer,Adults Only
2541,2,5,Shooter,6,2D,Adults Only
2541,5,5,Indie,3,steam-trading-cards,Adults Only
2540,3,4,Puzzle,5,Full controller support,Adults Only
2537,2,3,Action,4,Multiplayer,Adults Only
2533,3,3,Action,1,Multiplayer,Adults Only
2524,3,3,Indie,1,steam-trading-cards,Adults Only
2523,2,1,Action,2,Atmospheric,Adults Only
2523,9,5,Simulation,3,Steam Achievements,Adults Only
2522,3,1,Strategy,1,Multiplayer,Adults Only
2519,6,6,Simulation,4,Steam Achievements,Adults Only
2510,4,3,RPG,3,RPG,Adults Only
2505,2,2,Shooter,2,exclusive,Adults Only
2504,1,4,Casual,3,Steam Achievements,Adults Only
2502,3,4,Shooter,5,Steam Achievements,Adults Only
2500,2,5,Action,5,Early Access,Adults Only
2499,4,4,Shooter,5,Steam Achievements,Adults Only
2496,5,3,Massively Multiplayer,4,Multiplayer,No age info
2491,2,3,Action,4,Multiplayer,No age info
2486,6,6,Adventure,5,Steam Achievements,No age info
2485,2,3,Action,3,Steam Achievements,No age info
2484,2,3,Strategy,2,Open World,No age info
2477,5,6,Family,6,Steam Achievements,No age info
2473,4,5,Indie,6,Steam Achievements,No age info
2471,1,1,Action,2,Atmospheric,No age info
2467,2,4,Shooter,6,Multiplayer,No age info
2461,3,1,Indie,1,Steam Achievements,No age info
2461,1,3,Indie,1,Steam Achievements,No age info
2459,11,2,Shooter,3,exclusive,No age info
2458,3,4,Action,4,Steam Achievements,No age info
2457,1,2,Action,1,Atmospheric,No age info
2456,1,4,Arcade,3,Steam Achievements,No age info
2452,6,3,RPG,3,Steam Achievements,No age info
2451,2,4,Action,4,Atmospheric,No age info
2447,2,4,Massively Multiplayer,1,Multiplayer,No age info
2440,2,2,RPG,3,Atmospheric,No age info
2433,3,6,Adventure,3,Great Soundtrack,No age info
2432,22,1,Shooter,2,exclusive,Everyone 10+
2423,2,2,Indie,1,Multiplayer,Everyone 10+
2422,1,5,Casual,5,Full controller support,Everyone 10+
2421,1,1,RPG,2,Atmospheric,Everyone 10+
2418,5,3,RPG,4,RPG,Everyone 10+
2411,4,4,Action,4,Atmospheric,Everyone 10+
2410,3,3,Sports,3,Steam Achievements,Everyone 10+
2410,4,2,RPG,2,Steam Achievements,Everyone 10+
2409,0,4,Adventure,3,Multiplayer,Everyone 10+
2406,6,4,Shooter,4,Steam Achievements,Everyone 10+
2405,1,5,Indie,3,Steam Achievements,Everyone 10+
2403,1,3,Action,3,Multiplayer,Everyone 10+
2398,1,3,Action,5,Multiplayer,Everyone 10+
2396,2,3,Indie,1,Steam Achievements,Everyone 10+
2393,1,6,RPG,5,Steam Achievements,Everyone 10+
2388,3,3,Casual,2,Steam Achievements,Everyone 10+
2382,2,3,Shooter,4,Steam Achievements,Everyone 10+
2374,0,3,Shooter,2,Multiplayer,Everyone 10+
2374,4,3,Action,2,Steam Achievements,Everyone 10+
2368,0,1,Shooter,1,exclusive,Everyone 10+
2365,1,3,Action,3,Multiplayer,No age info
2361,0,5,Action,4,no tag,No age info
2361,2,1,Action,1,Steam Achievements,No age info
2361,5,7,Adventure,5,Steam Achievements,No age info
2358,6,2,RPG,1,Steam Achievements,No age info
2358,5,3,Adventure,2,Horror,No age info
2356,0,3,Adventure,3,Open World,No age info
2353,1,1,Strategy,1,Multiplayer,No age info
2348,5,1,Adventure,1,exclusive,No age info
2347,1,1,Action,2,Multiplayer,No age info
2347,13,2,Adventure,2,Multiplayer,No age info
2347,2,3,Sports,2,Physics,No age info
2340,1,5,Platformer,4,Atmospheric,No age info
2339,4,4,RPG,2,Atmospheric,No age info
2335,1,1,Action,1,Multiplayer,No age info
2329,1,4,Shooter,3,Steam Cloud,No age info
2324,3,3,Racing,3,Steam Achievements,No age info
2322,3,7,Family,7,Multiplayer,No age info
2321,4,6,Adventure,6,Steam Achievements,No age info
2319,1,1,Action,1,Steam Achievements,No age info
2315,0,4,Sports,4,Multiplayer,Everyone
2314,4,1,Family,1,Multiplayer,Everyone
2313,3,4,Adventure,3,Steam Achievements,Everyone
2309,0,2,Adventure,1,exclusive,Everyone
2308,1,7,Action,6,Multiplayer,Everyone
2307,3,2,Card,1,Steam Achievements,Everyone
2299,3,4,Adventure,3,Steam Achievements,Everyone
2299,7,3,Adventure,4,Steam Achievements,Everyone
2298,4,3,Action,2,Steam Achievements,Everyone
2297,1,4,Adventure,3,Atmospheric,Everyone
2296,7,3,Action,4,Full controller support,Everyone
2296,4,1,Indie,2,Multiplayer,Everyone
2293,3,7,Action,6,Steam Achievements,Everyone
2292,2,3,Action,1,Steam Cloud,Everyone
2285,2,3,Adventure,5,Steam Achievements,Everyone
2284,1,6,Action,4,RPG,Everyone
2284,4,3,RPG,4,Steam Achievements,Everyone
2279,4,7,Action,7,Full controller support,Everyone
2274,3,6,Adventure,6,Steam Achievements,Everyone
2267,2,4,Action,4,Multiplayer,Everyone
2267,4,3,Action,4,Steam Achievements,Mature
2266,4,5,Indie,3,Full controller support,Mature
2264,6,2,RPG,2,Steam Achievements,Mature
2263,11,2,Adventure,1,Multiplayer,Mature
2260,1,2,RPG,2,Atmospheric,Mature
2260,1,1,Sports,1,Multiplayer,Mature
2255,2,3,Action,3,Steam Achievements,Mature
2253,1,1,RPG,1,Atmospheric,Mature
2252,2,2,Strategy,1,Multiplayer,Mature
2252,3,3,Adventure,3,Steam Achievements,Mature
2249,3,6,Indie,5,Steam Achievements,Mature
2240,2,3,Action,2,Atmospheric,Mature
2240,3,3,Adventure,4,Atmospheric,Mature
2236,0,3,Sports,3,Multiplayer,Mature
2234,5,1,Action,1,Sandbox,Mature
2233,1,4,Platformer,4,Steam Achievements,Mature
2231,8,4,Arcade,1,city,Mature
2230,3,5,RPG,1,RPG,Mature
2230,2,5,Indie,1,Multiplayer,Mature
2226,1,1,Simulation,2,Atmospheric,Mature
2223,1,2,Action,1,Steam Achievements,No age info
2222,8,3,Action,3,Multiplayer,No age info
2221,2,4,Strategy,2,Multiplayer,No age info
2220,4,3,Massively Multiplayer,1,Steam Achievements,No age info
2218,2,3,Casual,2,Atmospheric,No age info
2218,6,3,Action,3,Steam Achievements,No age info
2215,4,4,Arcade,4,Steam Achievements,No age info
2214,2,4,Adventure,4,Steam Achievements,No age info
2207,3,1,Adventure,1,Steam Achievements,No age info
2204,6,6,Action,5,Steam Achievements,No age info
2204,3,1,Indie,1,Steam Achievements,No age info
2204,4,6,Adventure,5,Steam Achievements,No age info
2202,3,3,Indie,1,Steam Achievements,No age info
2199,3,1,Strategy,2,Steam Achievements,No age info
2198,4,6,RPG,8,Steam Achievements,No age info
2196,4,3,RPG,1,Multiplayer,No age info
2195,2,1,Action,1,Steam Achievements,No age info
2194,46,3,Action,3,Steam Achievements,No age info
2191,16,3,Adventure,3,Steam Achievements,No age info
2185,2,2,Adventure,2,Steam Achievements,No age info
2177,2,4,Adventure,3,Atmospheric,No age info
2171,3,2,Indie,1,Steam Achievements,No age info
2171,6,6,Adventure,5,Steam Achievements,No age info
2168,17,3,Casual,2,Steam Achievements,No age info
2165,0,3,Adventure,4,no tag,No age info
2165,3,2,Indie,1,Steam Achievements,No age info
2161,6,3,Strategy,1,Steam Achievements,No age info
2158,3,3,Strategy,3,Steam Achievements,No age info
2157,2,4,Indie,3,Steam Achievements,No age info
2155,4,8,Casual,8,Steam Achievements,No age info
2150,3,4,Platformer,5,Steam Achievements,No age info
2145,2,6,Adventure,6,Multiplayer,No age info
2141,9,3,Action,3,Steam Achievements,No age info
2140,3,5,Platformer,8,Multiplayer,No age info
2140,4,6,Sports,4,Steam Achievements,No age info
2140,10,3,Action,3,Steam Achievements,No age info
2137,5,3,RPG,2,Steam Achievements,No age info
2137,2,3,Adventure,4,Steam Achievements,No age info
2132,3,1,Action,1,Multiplayer,No age info
2132,6,5,Action,5,Steam Achievements,No age info
2129,0,3,Shooter,2,Multiplayer,No age info
2129,3,6,Casual,7,Atmospheric,No age info
2128,0,3,Action,3,Atmospheric,No age info
2126,8,2,Sports,2,Steam Achievements,No age info
2126,1,5,Adventure,5,Multiplayer,No age info
2124,16,1,Shooter,2,exclusive,No age info
2123,4,5,Simulation,5,Steam Achievements,No age info
2121,11,3,Shooter,4,Multiplayer,No age info
2119,1,1,Action,2,Multiplayer,No age info
2118,1,3,Indie,3,Steam Achievements,No age info
2116,1,1,Action,1,RPG,No age info
2114,1,7,Action,5,Great Soundtrack,No age info
2114,5,7,Action,9,Multiplayer,No age info
2113,5,3,Adventure,2,Steam Achievements,No age info
2113,4,5,Action,4,Steam Achievements,No age info
2112,6,3,RPG,3,Steam Achievements,No age info
2110,0,2,Shooter,1,Multiplayer,No age info
2104,2,1,Action,1,cooperative,No age info
2103,3,8,Indie,5,Steam Achievements,No age info
2098,7,3,RPG,2,Steam Achievements,No age info
2097,4,4,Adventure,4,Steam Achievements,No age info
2095,7,4,Action,4,Steam Achievements,No age info
2095,2,3,Action,2,Story Rich,No age info
2093,5,3,Action,4,Steam Achievements,No age info
2092,3,3,Strategy,2,Multiplayer,No age info
2092,11,4,Action,2,cooperative,No age info
2091,17,1,Adventure,1,War,No age info
2085,1,1,Racing,0,Multiplayer,No age info
2082,2,5,Casual,6,Steam Achievements,No age info
2077,5,7,Indie,6,Steam Achievements,No age info
2073,17,4,Sports,4,Multiplayer,No age info
2072,3,6,Strategy,6,Steam Achievements,No age info
2068,1,1,Action,1,Multiplayer,No age info
2067,3,6,Adventure,5,Steam Achievements,No age info
2063,12,4,Action,4,Atmospheric,No age info
2063,3,1,Indie,1,Multiplayer,No age info
2063,3,3,RPG,3,Multiplayer,No age info
2061,3,3,Action,3,Steam Achievements,No age info
2060,2,3,Indie,1,Steam Achievements,No age info
2049,5,5,Indie,6,Steam Achievements,No age info
2047,3,3,Action,1,Steam Achievements,Teen
2046,2,7,Fighting,8,Steam Achievements,Teen
2040,1,1,no genre,1,First-Person,Teen
2039,2,3,Action,3,Fantasy,Teen
2039,3,3,Family,3,Steam Cloud,Teen
2038,0,4,Action,1,no tag,Teen
2038,1,3,Action,1,Multiplayer,Teen
2033,1,8,Shooter,4,Multiplayer,Teen
2029,17,3,Massively Multiplayer,3,Multiplayer,Teen
2027,3,6,Adventure,6,Steam Achievements,Teen
2025,2,6,Adventure,6,Sci-fi,Teen
2021,4,7,RPG,7,Steam Achievements,Teen
2021,2,2,Adventure,2,Steam Achievements,Teen
2019,5,2,Strategy,2,Steam Achievements,Teen
2019,3,4,Adventure,3,Atmospheric,Teen
2018,3,1,Adventure,1,Steam Achievements,Teen
2017,17,1,Simulation,1,Steam Achievements,Teen
2015,3,1,Strategy,1,Multiplayer,Teen
2014,4,4,RPG,5,RPG,Teen
2014,21,4,Adventure,4,RPG,Teen
2011,1,3,Shooter,2,Atmospheric,No age info
2009,4,4,Adventure,3,Steam Achievements,No age info
2008,2,2,Action,1,Steam Achievements,No age info
2007,3,6,Casual,4,Steam Achievements,No age info
2007,1,3,Action,4,Multiplayer,No age info
2006,4,3,Simulation,2,Multiplayer,No age info
2006,3,6,Shooter,5,Steam Achievements,No age info
2003,3,2,RPG,2,Atmospheric,No age info
1998,4,6,Adventure,5,Atmospheric,No age info
1997,6,3,Adventure,2,Atmospheric,No age info
1997,5,5,Adventure,5,Steam Achievements,No age info
1987,7,8,Simulation,7,Steam Achievements,No age info
1981,2,4,Adventure,4,Steam Achievements,No age info
1980,3,3,Action,3,Steam Achievements,No age info
1980,38,1,RPG,1,exclusive,No age info
1978,3,6,Simulation,5,Steam Achievements,No age info
1974,2,5,Adventure,4,Multiplayer,No age info
1971,2,1,Strategy,2,Multiplayer,No age info
1971,11,5,Simulation,3,Multiplayer,No age info
1967,3,3,Racing,3,Steam Achievements,No age info
1967,13,3,Shooter,2,Multiplayer,Teen
1967,5,2,Action,2,Steam Achievements,Teen
1965,1,1,Indie,1,Steam Achievements,Teen
1958,3,5,Indie,4,Steam Achievements,Teen
1957,27,1,Adventure,2,Atmospheric,Teen
1957,4,1,RPG,2,Steam Achievements,Teen
1956,1,4,Adventure,3,Steam Achievements,Teen
1956,1,5,Indie,3,Atmospheric,Teen
1956,1,3,Strategy,2,Multiplayer,Teen
1956,4,8,RPG,4,Steam Achievements,Teen
1955,13,3,Action,3,Steam Achievements,Teen
1955,2,7,Indie,6,Steam Achievements,Teen
1954,6,7,Adventure,8,Atmospheric,Teen
1953,1,5,Action,3,Atmospheric,Teen
1951,4,1,Action,2,Steam Achievements,Teen
1950,4,1,Indie,2,Steam Achievements,Teen
1947,0,1,Adventure,1,Multiplayer,Teen
1946,1,3,Adventure,4,Multiplayer,Teen
1946,6,7,Indie,7,Steam Achievements,Teen
1942,1,4,Casual,3,Steam Achievements,Teen
1941,13,1,Action,1,exclusive,No age info
1938,2,4,Strategy,3,Steam Achievements,No age info
1936,3,4,Indie,4,Steam Achievements,No age info
1934,10,3,Sports,2,Steam Achievements,No age info
1933,3,5,Adventure,4,Atmospheric,No age info
1932,3,3,Action,4,Steam Achievements,No age info
1932,2,1,Action,1,Steam Achievements,No age info
1930,0,4,Sports,3,Multiplayer,No age info
1930,1,1,Simulation,2,Atmospheric,No age info
1930,2,4,Strategy,5,Steam Achievements,No age info
1927,4,5,Indie,4,Steam Achievements,No age info
1926,9,3,Adventure,3,Steam Achievements,No age info
1926,0,1,Racing,1,exclusive,No age info
1924,5,6,Indie,5,Steam Achievements,No age info
1924,1,4,Action,5,Steam Achievements,No age info
1922,1,1,Racing,1,Multiplayer,No age info
1921,4,5,Action,5,Steam Achievements,No age info
1921,6,3,Strategy,1,Steam Achievements,No age info
1919,1,4,Platformer,1,Great Soundtrack,No age info
1919,3,4,Action,4,Multiplayer,No age info
1919,5,3,Strategy,1,Steam Achievements,Mature
1916,7,3,Adventure,2,Steam Achievements,Mature
1914,4,5,Indie,5,Steam Achievements,Mature
1914,0,2,Strategy,2,Multiplayer,Mature
1908,2,4,Arcade,2,Multiplayer,Mature
1908,3,4,Indie,4,Steam Achievements,Mature
1908,4,3,Sports,3,Multiplayer,Mature
1906,3,2,Strategy,1,Multiplayer,Mature
1905,2,5,Adventure,3,Steam Achievements,Mature
1902,3,6,Indie,5,Steam Achievements,Mature
1899,2,1,Massively Multiplayer,1,Steam Achievements,Mature
1897,4,3,RPG,2,Multiplayer,Mature
1887,1,4,Simulation,2,Atmospheric,Mature
1886,3,2,Simulation,1,Steam Achievements,Mature
1883,2,3,Action,4,Steam Achievements,Mature
1882,1,1,RPG,2,Multiplayer,Mature
1881,2,1,Action,2,Multiplayer,Mature
1880,2,5,Puzzle,5,Steam Cloud,Mature
1878,0,3,Sports,3,Multiplayer,Mature
1877,6,1,Adventure,2,Atmospheric,Mature
1876,1,2,RPG,2,Atmospheric,No age info
1876,3,8,Indie,8,Steam Achievements,No age info
1873,1,1,Action,1,Steam Achievements,No age info
1868,4,3,Strategy,3,Steam Achievements,No age info
1867,2,3,Adventure,3,Steam Achievements,No age info
1864,4,7,Strategy,7,Steam Achievements,No age info
1863,5,1,Indie,2,Steam Achievements,No age info
1863,35,6,Sports,3,online,No age info
1863,16,3,Adventure,4,Multiplayer,No age info
1862,1,3,Puzzle,2,Steam Achievements,No age info
1862,4,3,Strategy,1,Steam Achievements,No age info
1857,4,4,Action,5,Multiplayer,No age info
1856,58,5,Action,3,Fantasy,No age info
1855,2,3,Puzzle,1,puzzles,No age info
1845,5,2,Action,2,Steam Achievements,No age info
1844,1,3,Simulation,2,Multiplayer,No age info
1844,4,4,Adventure,2,Multiplayer,No age info
1842,1,5,Indie,2,Story Rich,No age info
1841,1,3,Casual,1,2D,No age info
1841,8,3,Indie,3,Multiplayer,No age info
1840,6,4,Action,4,Steam Achievements,Mature
1838,1,6,Action,5,Multiplayer,Mature
1836,2,1,Adventure,2,Steam Achievements,Mature
1836,2,6,Arcade,5,Multiplayer,Mature
1835,4,2,Strategy,1,Multiplayer,Mature
1834,1,3,Massively Multiplayer,3,Multiplayer,Mature
1832,2,2,Action,2,Steam Achievements,Mature
1829,2,2,Shooter,2,Steam Achievements,Mature
1828,9,3,Action,1,Steam Achievements,Mature
1827,75,2,Shooter,1,exclusive,Mature
1826,2,2,RPG,2,Great Soundtrack,Mature
1822,1,2,Action,2,Funny,Mature
1821,1,1,Puzzle,2,fun,Mature
1821,3,6,Adventure,3,Steam Achievements,Mature
1821,20,1,Shooter,1,exclusive,Mature
1818,2,3,Indie,1,Atmospheric,Mature
1818,4,6,Action,6,Steam Achievements,Mature
1816,1,6,Action,5,Great Soundtrack,Mature
1815,6,3,Strategy,4,Steam Achievements,Mature
1815,6,1,Indie,1,Multiplayer,Mature
1813,3,4,Action,5,Steam Achievements,No age info
1811,5,3,Adventure,2,Multiplayer,No age info
1810,5,3,Adventure,3,Multiplayer,No age info
1810,1,2,Strategy,1,Turn-Based,No age info
1807,1,4,Massively Multiplayer,2,Multiplayer,No age info
1805,1,5,Strategy,3,Steam Cloud,No age info
1803,4,8,Indie,7,Steam Achievements,No age info
1800,1,3,Action,2,Steam Achievements,No age info
1798,3,6,Arcade,4,steam-trading-cards,No age info
1794,0,1,Fighting,1,Multiplayer,No age info
1793,1,3,Indie,1,Atmospheric,No age info
1788,3,3,Action,2,Atmospheric,No age info
1787,1,4,Arcade,2,Steam Achievements,No age info
1787,1,3,Action,3,Steam Achievements,No age info
1785,0,3,Casual,3,exclusive,No age info
1785,2,7,Massively Multiplayer,6,Multiplayer,No age info
1784,5,3,Action,4,Steam Achievements,No age info
1784,5,6,Strategy,5,Steam Achievements,No age info
1783,4,6,Adventure,4,Steam Achievements,No age info
1782,4,5,Indie,3,Steam Achievements,No age info
1781,3,2,Simulation,4,Steam Achievements,Teen
1779,3,6,Adventure,7,Full controller support,Teen
1778,4,4,Action,4,Steam Achievements,Teen
1776,4,4,Adventure,3,Steam Achievements,Teen
1775,5,5,RPG,7,RPG,Teen
1775,1,3,Action,1,Multiplayer,Teen
1775,3,3,Action,2,cooperative,Teen
1774,2,4,Action,2,Atmospheric,Teen
1774,2,8,Adventure,4,Steam Achievements,Teen
1773,8,2,RPG,3,Steam Achievements,Teen
1772,0,4,Arcade,0,race,Teen
1772,1,3,Action,1,Steam Achievements,Teen
1769,5,1,Arcade,1,exclusive,Teen
1768,3,2,Action,2,Steam Achievements,Teen
1768,2,3,Indie,1,Steam Achievements,Teen
1767,7,3,Adventure,4,Steam Achievements,Teen
1765,4,2,Action,3,Steam Achievements,Teen
1764,6,7,Action,8,Steam Achievements,Teen
1761,3,3,Puzzle,3,Steam Achievements,Teen
1760,1,3,Adventure,3,Multiplayer,Teen
1758,3,4,Action,3,Steam Achievements,Mature
1755,2,4,Action,4,Steam Achievements,Mature
1755,5,4,Adventure,4,2D,Mature
1755,4,3,Indie,4,Atmospheric,Mature
1755,2,3,Indie,1,Steam Achievements,Mature
1753,3,2,Strategy,2,Multiplayer,Mature
1750,3,6,Platformer,7,Steam Achievements,Mature
1749,2,4,Indie,3,Steam Achievements,Mature
1747,1,3,Simulation,1,Steam Achievements,Mature
1746,2,2,Action,1,Multiplayer,Mature
1743,3,4,Indie,2,Steam Achievements,Mature
1740,4,6,Adventure,4,Atmospheric,Mature
1739,4,1,Simulation,1,Multiplayer,Mature
1737,2,2,Action,2,steam-trading-cards,Mature
1737,5,6,Indie,6,Steam Achievements,Mature
1736,3,2,Adventure,2,Steam Achievements,Mature
1734,0,3,Adventure,2,Multiplayer,Mature
1733,2,3,Action,5,Steam Achievements,Mature
1732,1,2,Adventure,2,Atmospheric,Mature
1730,4,3,Strategy,2,Atmospheric,Mature
1730,18,3,Indie,2,Atmospheric,No age info
1729,4,3,RPG,4,Atmospheric,No age info
1728,4,8,RPG,8,Steam Achievements,No age info
1727,0,4,Sports,2,Football,No age info
1727,5,1,Action,1,exclusive,No age info
1726,11,3,Arcade,3,Atmospheric,No age info
1725,3,3,Adventure,2,Steam Achievements,No age info
1722,4,3,Adventure,2,Space,No age info
1720,9,4,RPG,3,RPG,No age info
1720,4,3,Adventure,2,city,No age info
1718,4,3,Action,4,Steam Achievements,No age info
1716,2,5,Strategy,6,Full controller support,No age info
1716,4,4,RPG,5,Steam Achievements,No age info
